W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0000608,FLAVORS OF INDIA,"3211 COLLEGE AVE
BERKELEY, CA
(37.85119688100008, -122.25242763799997)",02/24/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000686,FONDUE FRED AND CAFE FRED,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863925764000044, -122.25863330599998)",09/11/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000645,FOOD TOWN,"3047 SACRAMENTO ST
BERKELEY, CA
(37.85212870300006, -122.278656507)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000282,FOOD TOWN MARKET,"3049 SACRAMENTO ST
BERKELEY, CA
(37.851768039000035, -122.27856662899995)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001233,FOURNEE BAKERY,"2912 DOMINGO ST
BERKELEY, CA
(37.85874856200007, -122.24393364699995)",02/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001077,FRANCES M. ALBRIER COMMUNITY CENTER,"2800 PARK ST
BERKELEY, CA
(37.855521735000025, -122.28303596199999)",07/02/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001482,FRANKLIN BROS. MARKET,"901 BANCROFT WAY
BERKELEY, CA
(37.86378749100004, -122.29501429999999)",03/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000364,FRAUSTO'S GUADALAJARA,"2504 SHATTUCK AVE
BERKELEY, CA
(37.863657283000066, -122.26752431199998)",03/13/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000109,FRED FINCH YOUTH HOUSE,"3404 KING ST
BERKELEY, CA
(37.84640992900006, -122.27314168599997)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000368,FRED'S MARKET  1644/1099,"2521 TELEGRAPH AVE
BERKELEY, CA
(37.86473812300005, -122.258454702)",03/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000751,FREE HOUSE,"2700 BANCROFT WY
BERKELEY, CA
(37.86931268200004, -122.25431685799998)",12/17/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000035,FREIGHT & SALVAGE COFFEE HOUSE,"2020 ADDISON ST
BERKELEY, CA
(37.87096274900006, -122.26962607399997)",02/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000153,FRENCH HOTEL CAFE,"1540 SHATTUCK AVE
BERKELEY, CA
(37.87934560000008, -122.26930343499998)",01/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001202,FRESCO MEXICAN GRILL,"2177-A SHATTUCK AVE
BERKELEY, CA
(37.86983690400007, -122.26781209599994)",02/18/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001433,FRESH & BEST RESTAURANT,"2924 DOMINGO AVE
BERKELEY, CA
(37.858559926000055, -122.24392452599994)",02/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000633,FRIENDLY MARKET  1099/1633,"1600 WARD ST
BERKELEY, CA
(37.85810328400004, -122.27758603699999)",02/25/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000008,GALLEGOS MEXICAN FOOD,"2200 SAN PABLO AVE
BERKELEY, CA
(37.86618999800004, -122.29131201799999)",03/04/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000681,GATHER,"2200 OXFORD ST
BERKELEY, CA
(37.869443072000024, -122.26599600499998)",12/10/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000926,GAUMENKITZEL,"2121 SAN PABLO AVE
BERKELEY, CA
(37.867540473000076, -122.29153671299997)",12/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000034,GECKO-GECKO THAI-CALIF. EATERY,"2101 MILVIA ST
BERKELEY, CA
(37.87073344500004, -122.27058477299994)",11/05/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000227,GENJI SUSHI,"3000 TELEGRAPH AVE
BERKELEY, CA
(37.85546455900004, -122.25980402399995)",04/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000264,GENKI JAPANESE RESTAURANT,"1610 SAN PABLO AVE
BERKELEY, CA
(37.87472955900006, -122.29405099199994)",12/29/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000160,GEORGE CATERING SERVICES,"701 PAGE ST
BERKELEY, CA
(37.87587723100006, -122.30333492699998)",05/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001082,GETA,"2020 OREGON ST
BERKELEY, CA
(37.857523687000025, -122.26734570899998)",12/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000434,GIANT BONGO BURGER,"1839 EUCLID AVE
BERKELEY, CA
(37.875556897000024, -122.26018542899999)",05/21/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000313,GIANT BONGO BURGER,"2505 DWIGHT WY
BERKELEY, CA
(37.86518751300008, -122.25811362699994)",03/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001395,GIIN THAI CANTEEN,"3278 ADELINE ST
BERKELEY, CA
(37.84907285200006, -122.27143054799996)",11/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001359,GILMAN GRILL,"1300 4TH ST
BERKELEY, CA
(37.87792137900004, -122.30323237299996)",11/26/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000416,GIOIA PIZZERIA,"1586 HOPKINS ST
BERKELEY, CA
(37.88182531000007, -122.28159712999997)",05/06/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000789,GIOVANNI,"2420 SHATTUCK AVE
BERKELEY, CA
(37.86524512700004, -122.26771328599995)",06/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000540,GOODSONS/GNC,"2165 SHATTUCK AVE
BERKELEY, CA
(37.87016882700004, -122.26779509799997)",02/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000198,GORDO TAQUERIA,"2989 COLLEGE AVE
BERKELEY, CA
(37.85639445100003, -122.25295486099998)",09/24/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000930,GORDO TAQUERIA #7,"2404 TELEGRAPH AVE
BERKELEY, CA
(37.866743093000025, -122.25883265099998)",12/01/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000601,GRAMMA'ROSE GARDEN INN,"2740 TELEGRAPH AVE
BERKELEY, CA
(37.85994578300006, -122.25919331499995)",02/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001338,GREAT CHINA,"2190 BANCROFT WAY
BERKELEY, CA
(37.86777323300004, -122.26621647199994)",10/16/2014,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000140,GREGOIRE'S,"2109 CEDAR ST
BERKELEY, CA
(37.87851826100007, -122.26850259999998)",03/10/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000554,GROVE RECREATION CENTER,"1730 OREGON ST
BERKELEY, CA
(37.85668367300008, -122.27409577499998)",04/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001281,G.S.M. WIRELESS FINE STOP,"127 BERKELEY SQ
BERKELEY, CA
(37.87062834300008, -122.26818897999999)",01/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000117,GUERILLA CAFE,"1620 SHATTUCK AVE
BERKELEY, CA
(37.87789718100004, -122.26912367899996)",12/01/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000674,GYPSY'S TRATTORIA ITALIANO,"2519-A DURANT AVE
BERKELEY, CA
(37.86790330400004, -122.25851855599996)",01/20/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000102,HALAL FOOD MARKET,"1964 SAN PABLO AVE
BERKELEY, CA
(37.86974017800003, -122.29244125399998)",06/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000202,HANA JAPAN STEAK HOUSE,"235 UNIVERSITY AVE
BERKELEY, CA
(37.86386535400004, -122.31341694099996)",07/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001453,HANDLE BAR,"982 984 UNIVERSITY AVE
BERKELEY, CA
(37.868503780000026, -122.29474466599999)",11/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000167,HAPPY DONUTS,"1041 GILMAN ST
BERKELEY, CA
(37.88035730300004, -122.29657564099995)",12/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001365,HAPPY VALLEY CHINESE RESTAURANT,"2502 TELEGRAPH AVE
BERKELEY, CA
(37.86445002200003, -122.25854952099996)",03/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000465,HARRISON HOUSE,"711 HARRISON ST
BERKELEY, CA
(37.88060734800007, -122.30473494899996)",03/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001230,HEAT,"1922 MARTIN LUTHER KING JR WAY
BERKELEY, CA
(37.87273726300003, -122.27317394999994)",04/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001505,HEAT CAFE,"2364 SHATTUCK AVE
BERKELEY, CA
(37.86592878600004, -122.26770749399998)",01/22/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001197,HENRY'S PUB,"2600 DURANT AVE
BERKELEY, CA
(37.868132745000025, -122.25633565599998)",01/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000666,HERBIVORE RESTAURANT,"2451 SHATTUCK AVE
BERKELEY, CA
(37.86469433600007, -122.26730192199994)",10/24/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000284,HIMALAYAN FLAVORS,"1585 UNIVERSITY AVE
BERKELEY, CA
(37.87069772500007, -122.28043332499999)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001512,HIMALAYAN TANDOORI&CURRY HOUSE,"1645 SOLANO AVE
BERKELEY, CA
(37.89116801100005, -122.28341082199995)",02/09/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000857,HISSHO SUSHI,"1550 SHATTUCK AVE
BERKELEY, CA
(37.87890542800005, -122.26924351699995)",05/02/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001393,HOI POLLOI BREWPUB,"1763 ALCATRAZ AVE
BERKELEY, CA
(37.848668401000054, -122.27216339899996)",06/11/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000474,HONG DU UNOCAL,"901 ASHBY AVE
BERKELEY, CA
(37.85116654800004, -122.29081999399995)",06/25/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001151,HOPKINS STREET BAKERY,"1584 HOPKINS ST
BERKELEY, CA
(37.88182531000007, -122.28159712999997)",02/05/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001058,HOT CUP,"2107 ADDISON ST
BERKELEY, CA
(37.87129806400003, -122.26739295199997)",02/17/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000493,HOTEL SHATTUCK,"2086 ALLSTON WY
BERKELEY, CA
(37.869242762000056, -122.26885075599995)",05/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000506,HOUSE OF CURRIES,"2984 COLLEGE AVE
BERKELEY, CA
(37.85637716600007, -122.25302399799995)",09/05/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000762,HOUSE OF CURRIES #2,"2520 DURANT AVE
BERKELEY, CA
(37.86792303000004, -122.25790621599998)",02/25/2015,1,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000588,HS LORDSHIPS,"199 SEAWALL DR
BERKELEY, CA
(37.862048697000034, -122.31697679099995)",05/13/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000443,HUDSON FISH,"1028 MURRAY ST
BERKELEY, CA
(37.85142350700005, -122.28788397999995)",03/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000871,HUGH GROMAN CATERING,"2316 HASTE ST
BERKELEY, CA
(37.865528092000034, -122.26240353999998)",03/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000580,HUMMINGBIRD CAFE,"1814 EUCLID AVE
BERKELEY, CA
(37.875837571000034, -122.26030677299997)",02/24/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000765,I.B. HOAGIES,"2513 DURANT AVE
BERKELEY, CA
(37.86790805000004, -122.25847313899999)",05/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000063,ICHIBAN RESTAURANT,"2017 SHATTUCK AVE
BERKELEY, CA
(37.87170366700008, -122.26772480899996)",09/29/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000380,ICI ICE CREAM,"2948 COLLEGE AVE
BERKELEY, CA
(37.857277098000054, -122.25311387599999)",08/21/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001423,IMM THAI,"2068 UNIVERSITY AVE
BERKELEY, CA
(37.87199288900007, -122.26907643599998)",11/06/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000672,IMPERIAL TEA COURT,"1511-F SHATTUCK AVE
BERKELEY, CA
(37.879769672000066, -122.26917018299997)",12/04/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000304,INDIAN FLAVOR EXPRESS,"2548 BANCROFT WY
BERKELEY, CA
(37.86886329200007, -122.25789584499995)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000101,INDUS FOOD CENTER,"1920 SAN PABLO AVE
BERKELEY, CA
(37.869979853000075, -122.29252191399996)",02/11/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001032,INDUS VILLAGE,"1920 SAN PABLO AVE
BERKELEY, CA
(37.869979853000075, -122.29252191399996)",02/11/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000514,INT'L SOCIETY FOR KRISHNA,"2334 STUART ST
BERKELEY, CA
(37.85935351000006, -122.26035596699995)",03/31/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000704,IPPUKU,"2130 CENTER ST
BERKELEY, CA
(37.87041311100006, -122.26706570399995)",08/19/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000932,iSCREAM,"1819 SOLANO AVE
BERKELEY, CA
(37.89138809700006, -122.27934096199999)",05/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001319,IYASARE,"1830 4TH ST
BERKELEY, CA
(37.86935070700008, -122.30047150599995)",01/23/2011,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000019,JACK-IN-THE-BOX,"2197 SAN PABLO AVE
BERKELEY, CA
(37.86661058100003, -122.29123711999995)",05/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000302,JAMBA JUICE,"2514 BANCROFT WY
BERKELEY, CA
(37.868752673000074, -122.25876581799997)",01/09/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000558,JAMES KENNEY REC CTR SNACK BAR,"1720 EIGHTH ST
BERKELEY, CA
(37.87245262400006, -122.29683523799997)",05/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000430,JASMINE THAI,"1805 EUCLID AVE
BERKELEY, CA
(37.87583690200006, -122.26023497799997)",01/28/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000357,JAYAKARTA RESTAURANT,"2026 UNIVERSITY AVE
BERKELEY, CA
(37.87187305200007, -122.27001554599997)",05/22/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000291,J & B FINE FOODS,"3242 ADELINE ST
BERKELEY, CA
(37.84972158700003, -122.27117128399999)",11/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001315,JERRY'S JAVA JOASIS,"1701 SAN PABLO AVE
BERKELEY, CA
(37.87291010600006, -122.29327665899996)",01/31/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000414,JERUSALEM ORGANIC KITCHEN,"1897 SOLANO AVE
BERKELEY, CA
(37.891497564000076, -122.27743854499994)",02/04/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000147,JEWISH COMM.CTR OF THE EASTBAY,"1414 WALNUT ST
BERKELEY, CA
(37.88153608700003, -122.26835395499995)",11/18/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000584,JIGAR,"2134 OXFORD ST
BERKELEY, CA
(37.87027714200008, -122.26594338199999)",08/26/2014,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001492,JOHNNY B'S CAFE,"1250 ADDISON ST
BERKELEY, CA
(37.868752673000074, -122.28697598199994)",02/04/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000658,JOHN'S ICE CREAM,"2204 SHATTUCK AVE
BERKELEY, CA
(37.86896815000006, -122.26810390999998)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000766,JOHNSTON'S MARKET,"2515 DURANT AVE
BERKELEY, CA
(37.86792763900007, -122.25834293099996)",02/09/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000489,JOSHUYA,"2441 DWIGHT WY
BERKELEY, CA
(37.86506767600008, -122.258982447)",01/13/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000876,J-SEI,"1710 CARLETON ST
BERKELEY, CA
(37.860179291000065, -122.27562181199994)",08/26/2013,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000639,JUAN'S PLACE,"941 CARLETON ST
BERKELEY, CA
(37.85745800700005, -122.29105621099995)",04/28/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000653,JUICE APPEAL,"150 BERKELEY SQ
BERKELEY, CA
(37.87053640500005, -122.26783312399999)",01/08/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001210,JULIE'S CAFE,"2562 BANCROFT WAY
BERKELEY, CA
(37.86889325100003, -122.25765617099995)",11/03/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000448,JUNE TAYLOR COMPANY,"2207 FOURTH ST
BERKELEY, CA
(37.864590631000056, -122.29885715899997)",05/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000798,JUST-RITE GROCERY,"926 CHANNING WY
BERKELEY, CA
(37.86219388500007, -122.29334464299995)",03/11/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001119,KABANA RESTAURANT 1025,"1025 UNIVERSITY AVE
BERKELEY, CA
(37.868998109000074, -122.29308422699995)",03/12/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001531,KAFFA ETHIOPIAN CUISINE,"2987 SACRAMENTO ST
BERKELEY, CA
(37.85339851800006, -122.27893651099998)",,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001503,KAMADO SUSHI,"1400 1A SHATTUCK AVE
BERKELEY, CA
(37.87201586300006, -122.26833311899998)",12/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000801,KAN'S CAFETERIA,"1100 EASTSHORE HWY
BERKELEY, CA
(37.87781767400003, -122.30910440199995)",12/10/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001471,KAZE,"1956 SHATTUCK AVE
BERKELEY, CA
(37.872851034000064, -122.26848892599997)",10/27/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000643,K C BARBEQUE,"2613 SAN PABLO AVE
BERKELEY, CA
(37.85889029300006, -122.28874703899999)",02/10/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000589,KHANA PEENA,"1889 SOLANO AVE
BERKELEY, CA
(37.891497564000076, -122.27760216899998)",01/23/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0001496,KIKKA @ WHOLE FOODS,"1025 GILMAN ST
BERKELEY, CA
(37.88016717700003, -122.29750553299999)",12/17/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0001156,KIKU SUSHI,"1316 GILMAN ST
BERKELEY, CA
(37.88125377800003, -122.28934622499997)",12/04/2014,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000962,KIMCHI GARDEN RESTAURANT INC,"2517-B DURANT AVE
BERKELEY, CA
(37.86789764200006, -122.25856193899995)",01/21/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001364,KING DONG RESTAURANT,"2429 SHATTUCK AVE
BERKELEY, CA
(37.86519442700006, -122.26729500799996)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000678,KINGPIN DONUTS,"2521 DURANT AVE
BERKELEY, CA
(37.867978340000036, -122.25798341899997)",02/04/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001424,KING TSIN RESTAURANT,"1699 SOLANO AVE
BERKELEY, CA
(37.89121755900004, -122.28260076799995)",02/12/2015,0,0,0,0,0,0,0,1,0,0,06/08/2015 05:00:02 AM
FA0000195,KING YEN,"2995 COLLEGE AVE
BERKELEY, CA
(37.85623428300005, -122.25294448999995)",01/07/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000769,KIP'S,"2439 DURANT AVE
BERKELEY, CA
(37.867777843000056, -122.25951249699995)",06/23/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000983,KIRAKU,"2566 TELEGRAPH AVE
BERKELEY, CA
(37.86367571900007, -122.25867363599997)",02/12/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000670,KIRALA 2,"1511-D SHATTUCK AVE
BERKELEY, CA
(37.879769672000066, -122.26917018299997)",05/20/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000630,KIRALA RESTAURANT,"2100 WARD ST
BERKELEY, CA
(37.85943301800006, -122.26667508099996)",12/30/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000212,KIRIN RESTAURANT,"1767 SOLANO AVE
BERKELEY, CA
(37.89131780800005, -122.28076057299995)",11/12/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001331,KOJA KITCHEN LLC,"2395 TELEGRAPH AVE
BERKELEY, CA
(37.86717750400004, -122.25885569599996)",12/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000688,KORYO BBQ,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863925764000044, -122.25863330599998)",01/26/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000338,K P DELI,"2012 SHATTUCK AVE
BERKELEY, CA
(37.87174745300007, -122.26837354399999)",01/16/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000693,K'S COFFEE HOUSE,"2002 CENTER ST
BERKELEY, CA
(37.86995380500008, -122.27041318099998)",11/25/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000695,KYAKAMEENA SANITORIUM,"2131 CARLETON ST
BERKELEY, CA
(37.86153823700005, -122.26514254599999)",04/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000405,KYOTO,"1599 SOLANO AVE
BERKELEY, CA
(37.891108092000024, -122.28459075799998)",02/02/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000247,LA BEDAINE,"1585 SOLANO AVE
BERKELEY, CA
(37.89108850400004, -122.28487076299996)",01/08/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000432,LA BURRITA,"1832 EUCLID AVE
BERKELEY, CA
(37.87557418100005, -122.26026378499995)",01/28/2015,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000312,LA BURRITA,"2530 DURANT AVE
BERKELEY, CA
(37.867982949000066, -122.25744530299994)",11/03/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001217,LA FABLE,"1508-B WALNUT ST
BERKELEY, CA
(37.88011531600006, -122.26817496599995)",04/07/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000181,LALIME'S,"1329 GILMAN ST
BERKELEY, CA
(37.88113739800008, -122.28864333299998)",05/14/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0001305,LAMA BEANS,"1290 6TH ST
BERKELEY, CA
(37.87966132500003, -122.30147168699995)",03/11/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:02 AM
FA0000201,LA MEDITERRANEE,"2936 COLLEGE AVE
BERKELEY, CA
(37.85758706200005, -122.25314383499995)",03/10/2015,0,1,0,0,0,0,0,1,0,0,06/08/2015 05:00:01 AM
FA0000927,LA MISSION MEXICAN GRILL,"1255 UNIVERSITY AVE
BERKELEY, CA
(37.86974824400005, -122.28781253799997)",05/27/2014,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000014,LANESPLITTER PUB,"2033 SAN PABLO AVE
BERKELEY, CA
(37.868510694000065, -122.29185704699995)",01/23/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000350,LA NOTE,"2377 SHATTUCK AVE
BERKELEY, CA
(37.866223414000046, -122.267434434)",11/05/2014,0,1,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
FA0000175,LA PALMITA,"1335 SAN PABLO AVE
BERKELEY, CA
(37.87952074700007, -122.29540722799999)",01/06/2015,0,0,0,0,0,0,0,0,0,0,06/08/2015 05:00:01 AM
