CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
15009462,DOMESTIC VIOLENCE,02/15/2015 12:00:00 AM,10:00,FAMILY OFFENSE,0,06/10/2015 03:30:11 AM,"2100 TENTH ST
Berkeley, CA
(37.867500216000053, -122.29290133299997)",2100 TENTH ST,Berkeley,CA
15014271,VANDALISM,03/09/2015 12:00:00 AM,16:00,VANDALISM,1,06/10/2015 03:30:12 AM,"1900 WARD ST
Berkeley, CA
(37.858853420000059, -122.27129573099995)",1900 WARD ST,Berkeley,CA
14073202,NARCOTICS,12/14/2014 12:00:00 AM,21:13,DRUG VIOLATION,0,06/10/2015 03:30:08 AM,"1300 SIXTY-SEVENTH ST
Berkeley, CA
(37.850386922000041, -122.28232295399999)",1300 SIXTY-SEVENTH ST,Berkeley,CA
15026448,ROBBERY,05/07/2015 12:00:00 AM,05:30,ROBBERY,4,06/10/2015 03:30:09 AM,"ACTON STREET &amp; DELAWARE ST
Berkeley, CA
(37.872753170000067, -122.28460765899996)",ACTON STREET & DELAWARE ST,Berkeley,CA
15002865,SEXUAL ASSAULT MISD.,01/16/2015 12:00:00 AM,12:30,SEX CRIME,5,06/10/2015 03:30:10 AM,"SHATTUCK AVENUE &amp; CENTER ST
Berkeley, CA
(37.870321969000031, -122.26802765999997)",SHATTUCK AVENUE & CENTER ST,Berkeley,CA
15015513,THEFT FROM PERSON,03/16/2015 12:00:00 AM,10:35,LARCENY,1,06/10/2015 03:30:12 AM,"1900 ALLSTON WAY
Berkeley, CA
(37.868759668000052, -122.27255959499996)",1900 ALLSTON WAY,Berkeley,CA
15005354,NARCOTICS,01/27/2015 12:00:00 AM,16:53,DRUG VIOLATION,2,06/10/2015 03:30:11 AM,"400 SIXTY-THIRD ST
Berkeley, CA
(37.847608278000052, -122.27306876499995)",400 SIXTY-THIRD ST,Berkeley,CA
15023271,DISTURBANCE,01/02/2015 12:00:00 AM,17:00,DISORDERLY CONDUCT,5,06/10/2015 03:30:13 AM,"1700 PRINCE ST
Berkeley, CA
(37.85207034900003, -122.27392778299998)",1700 PRINCE ST,Berkeley,CA
15032517,NARCOTICS,06/05/2015 12:00:00 AM,18:31,DRUG VIOLATION,5,06/10/2015 03:30:10 AM,"100 SEAWALL DR
Berkeley, CA
(37.862022195000065, -122.31704247099998)",100 SEAWALL DR,Berkeley,CA
15003102,ASSAULT/BATTERY MISD.,01/17/2015 12:00:00 AM,14:16,ASSAULT,6,06/10/2015 03:30:10 AM,"TELEGRAPH AVENUE &amp; CHANNING WAY
Berkeley, CA
(37.866903230000048, -122.25882983499997)",TELEGRAPH AVENUE & CHANNING WAY,Berkeley,CA
15012397,DISTURBANCE,03/01/2015 12:00:00 AM,13:49,DISORDERLY CONDUCT,0,06/10/2015 03:30:12 AM,"2900 DOHR ST
Berkeley, CA
(37.854521057000056, -122.28114012099996)",2900 DOHR ST,Berkeley,CA
15004664,BURGLARY RESIDENTIAL,01/25/2015 12:00:00 AM,01:17,BURGLARY - RESIDENTIAL,0,06/10/2015 03:30:10 AM,"100 CANYON RD
Berkeley, CA
(37.870397790000027, -122.24917123699998)",100 CANYON RD,Berkeley,CA
15009198,BURGLARY RESIDENTIAL,02/14/2015 12:00:00 AM,01:30,BURGLARY - RESIDENTIAL,6,06/10/2015 03:30:11 AM,"2000 LOS ANGELES AVE
Berkeley, CA
(37.890023795000047, -122.27166215599999)",2000 LOS ANGELES AVE,Berkeley,CA
15090258,THEFT MISD. (UNDER $950),02/04/2015 12:00:00 AM,21:00,LARCENY,3,06/10/2015 03:30:11 AM,"3200 ADELINE ST
Berkeley, CA
(37.850381844000026, -122.27093045699996)",3200 ADELINE ST,Berkeley,CA
15002088,DOMESTIC VIOLENCE,01/12/2015 12:00:00 AM,12:30,FAMILY OFFENSE,1,06/10/2015 03:30:10 AM,"2300 EIGHTH ST
Berkeley, CA
(37.863846878000061, -122.29406467099994)",2300 EIGHTH ST,Berkeley,CA
15018000,VANDALISM,03/27/2015 12:00:00 AM,22:30,VANDALISM,5,06/10/2015 03:30:13 AM,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862934802000041, -122.25878425499997)",2600 TELEGRAPH AVE,Berkeley,CA
15000440,BURGLARY RESIDENTIAL,01/03/2015 12:00:00 AM,00:00,BURGLARY - RESIDENTIAL,6,06/10/2015 03:30:10 AM,"1700 EUCLID AVE
Berkeley, CA
(37.877699797000048, -122.26067590399998)",1700 EUCLID AVE,Berkeley,CA
15090458,BURGLARY AUTO,03/21/2015 12:00:00 AM,11:30,BURGLARY - VEHICLE,6,06/10/2015 03:30:13 AM,"100 SPINNAKER WAY
Berkeley, CA
(37.870041474000061, -122.31747858999995)",100 SPINNAKER WAY,Berkeley,CA
15010191,VANDALISM,02/18/2015 12:00:00 AM,19:45,VANDALISM,3,06/10/2015 03:30:11 AM,"2000 OREGON ST
Berkeley, CA
(37.857299135000062, -122.26900798699995)",2000 OREGON ST,Berkeley,CA
15017919,THEFT FROM AUTO,03/27/2015 12:00:00 AM,02:00,LARCENY - FROM VEHICLE,5,06/10/2015 03:30:13 AM,"1600 ALLSTON WAY
Berkeley, CA
(37.867887078000024, -122.27936070499999)",1600 ALLSTON WAY,Berkeley,CA
14073942,BURGLARY RESIDENTIAL,12/18/2014 12:00:00 AM,17:30,BURGLARY - RESIDENTIAL,4,06/10/2015 03:30:09 AM,"800 CONTRA COSTA AVE
Berkeley, CA
(37.894646750000049, -122.27612609599998)",800 CONTRA COSTA AVE,Berkeley,CA
15006948,IDENTITY THEFT,02/03/2015 12:00:00 AM,18:30,FRAUD,2,06/10/2015 03:30:11 AM,"1800 FAIRVIEW ST
Berkeley, CA
(37.850399308000078, -122.27267921499998)",1800 FAIRVIEW ST,Berkeley,CA
15022478,FRAUD/FORGERY,04/01/2015 12:00:00 AM,00:01,FRAUD,3,06/10/2015 03:30:13 AM,"2900 CLAREMONT BLVD
Berkeley, CA
(37.858718603000057, -122.24484510199994)",2900 CLAREMONT BLVD,Berkeley,CA
15029523,BURGLARY AUTO,05/21/2015 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,06/10/2015 03:30:09 AM,"1600 CURTIS ST
Berkeley, CA
(37.875520024000025, -122.29056188299995)",1600 CURTIS ST,Berkeley,CA
15000627,THEFT MISD. (UNDER $950),01/03/2015 12:00:00 AM,14:00,LARCENY,6,06/10/2015 03:30:10 AM,"WOOLSEY STREET &amp; CLAREMONT AVE
Berkeley, CA
(37.854003247000037, -122.24859575999994)",WOOLSEY STREET & CLAREMONT AVE,Berkeley,CA
15024764,THEFT MISD. (UNDER $950),04/01/2015 12:00:00 AM,00:00,LARCENY,3,06/10/2015 03:30:14 AM,"1500 PRINCE ST
Berkeley, CA
(37.851489407000031, -122.27841832699994)",1500 PRINCE ST,Berkeley,CA
15019321,THEFT MISD. (UNDER $950),04/03/2015 12:00:00 AM,13:19,LARCENY,5,06/10/2015 03:30:13 AM,"1000 GILMAN ST
Berkeley, CA
(37.880123390000051, -122.29747442099995)",1000 GILMAN ST,Berkeley,CA
15016324,THEFT FROM AUTO,03/16/2015 12:00:00 AM,12:39,LARCENY - FROM VEHICLE,1,06/10/2015 03:30:12 AM,"900 KEELER AVE
Berkeley, CA
(37.896314102000076, -122.26257756599995)",900 KEELER AVE,Berkeley,CA
15024481,BURGLARY RESIDENTIAL,04/27/2015 12:00:00 AM,07:00,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:14 AM,"1200 SIXTY-SIXTH ST
Berkeley, CA
(37.84935017600003, -122.28301858699996)",1200 SIXTY-SIXTH ST,Berkeley,CA
15008043,THEFT MISD. (UNDER $950),02/08/2015 12:00:00 AM,17:00,LARCENY,0,06/10/2015 03:30:11 AM,"SHATTUCK AVENUE &amp; OREGON ST
Berkeley, CA
(37.857621265000034, -122.26680984499995)",SHATTUCK AVENUE & OREGON ST,Berkeley,CA
15013901,BURGLARY AUTO,03/08/2015 12:00:00 AM,16:00,BURGLARY - VEHICLE,0,06/10/2015 03:30:12 AM,"1300 FRANCISCO ST
Berkeley, CA
(37.873370381000029, -122.28684111799998)",1300 FRANCISCO ST,Berkeley,CA
15007361,DOMESTIC VIOLENCE,02/02/2015 12:00:00 AM,19:00,FAMILY OFFENSE,1,06/10/2015 03:30:11 AM,"OTIS STREET &amp; RUSSELL ST
Berkeley, CA
(37.856261740000036, -122.27020644199996)",OTIS STREET & RUSSELL ST,Berkeley,CA
15008732,VEHICLE STOLEN,02/11/2015 12:00:00 AM,22:00,MOTOR VEHICLE THEFT,3,06/10/2015 03:30:11 AM,"1500 EIGHTH ST
Berkeley, CA
(37.87560871900007, -122.29786334299996)",1500 EIGHTH ST,Berkeley,CA
15009790,DOMESTIC VIOLENCE,02/16/2015 12:00:00 AM,22:00,FAMILY OFFENSE,1,06/10/2015 03:30:11 AM,"1000 PARDEE ST
Berkeley, CA
(37.856653714000061, -122.29030261899999)",1000 PARDEE ST,Berkeley,CA
15001895,THEFT MISD. (UNDER $950),01/09/2015 12:00:00 AM,11:00,LARCENY,5,06/10/2015 03:30:10 AM,"NINTH STREET &amp; UNIVERSITY AVE
Berkeley, CA
(37.868710024000052, -122.29441660499998)",NINTH STREET & UNIVERSITY AVE,Berkeley,CA
15010045,DISTURBANCE,02/18/2015 12:00:00 AM,07:02,DISORDERLY CONDUCT,3,06/10/2015 03:30:11 AM,"GILMAN STREET &amp; EASTSHORE HWY
Berkeley, CA
(37.877730712000073, -122.30939794499994)",GILMAN STREET & EASTSHORE HWY,Berkeley,CA
14075110,ALCOHOL OFFENSE,12/25/2014 12:00:00 AM,12:20,LIQUOR LAW VIOLATION,4,06/10/2015 03:30:09 AM,"2800 COLLEGE AVE
Berkeley, CA
(37.859739177000051, -122.25335429699999)",2800 COLLEGE AVE,Berkeley,CA
15006330,NARCOTICS,02/01/2015 12:00:00 AM,18:29,DRUG VIOLATION,0,06/10/2015 03:30:11 AM,"ALLSTON WAY &amp; MCGEE AVE
Berkeley, CA
(37.868200756000078, -122.27721662799996)",ALLSTON WAY & MCGEE AVE,Berkeley,CA
15090465,THEFT FROM AUTO,03/22/2015 12:00:00 AM,13:00,LARCENY - FROM VEHICLE,0,06/10/2015 03:30:13 AM,"200 UNIVERSITY AVE
Berkeley, CA
(37.863708134000035, -122.31390636799995)",200 UNIVERSITY AVE,Berkeley,CA
15007346,BURGLARY AUTO,02/05/2015 12:00:00 AM,19:15,BURGLARY - VEHICLE,4,06/10/2015 03:30:11 AM,"1800 FOURTH ST
Berkeley, CA
(37.869879605000051, -122.30064204399997)",1800 FOURTH ST,Berkeley,CA
15018692,ALCOHOL OFFENSE,03/31/2015 12:00:00 AM,16:48,LIQUOR LAW VIOLATION,2,06/10/2015 03:30:13 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.864457826000034, -122.25854806999996)",2500 TELEGRAPH AVE,Berkeley,CA
15011349,VEHICLE STOLEN,02/23/2015 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,1,06/10/2015 03:30:12 AM,"JEFFERSON AVENUE &amp; BANCROFT WAY
Berkeley, CA
(37.866252252000038, -122.27813773899999)",JEFFERSON AVENUE & BANCROFT WAY,Berkeley,CA
15004183,DISTURBANCE,01/23/2015 12:00:00 AM,05:56,DISORDERLY CONDUCT,5,06/10/2015 03:30:11 AM,"2600 BENVENUE AVE
Berkeley, CA
(37.863386497000079, -122.25502435899995)",2600 BENVENUE AVE,Berkeley,CA
15090135,BURGLARY AUTO,12/23/2014 12:00:00 AM,06:00,BURGLARY - VEHICLE,2,06/10/2015 03:30:11 AM,"WOOLSEY &amp;SHATTUCK AVE
Berkeley, CA
(37.86988305400007, -122.27053687599999)",WOOLSEY &SHATTUCK AVE,Berkeley,CA
15003781,BURGLARY AUTO,01/20/2015 12:00:00 AM,21:30,BURGLARY - VEHICLE,2,06/10/2015 03:30:10 AM,"2600 WARRING ST
Berkeley, CA
(37.863937287000056, -122.25028387199995)",2600 WARRING ST,Berkeley,CA
15025578,THEFT MISD. (UNDER $950),05/02/2015 12:00:00 AM,20:30,LARCENY,6,06/10/2015 03:30:09 AM,"1700 SAN PABLO AVE
Berkeley, CA
(37.873200481000026, -122.29355205399997)",1700 SAN PABLO AVE,Berkeley,CA
15028640,ASSAULT/BATTERY FEL.,05/18/2015 12:00:00 AM,02:22,ASSAULT,1,06/10/2015 03:30:09 AM,"2200 SHATTUCK AVE
Berkeley, CA
(37.869098358000031, -122.26811428099995)",2200 SHATTUCK AVE,Berkeley,CA
15021210,THEFT FROM AUTO,04/11/2015 12:00:00 AM,16:20,LARCENY - FROM VEHICLE,6,06/10/2015 03:30:13 AM,"1800 NINTH ST
Berkeley, CA
(37.871149227000046, -122.29525259499997)",1800 NINTH ST,Berkeley,CA
15090515,THEFT MISD. (UNDER $950),03/31/2015 12:00:00 AM,22:00,LARCENY,2,06/10/2015 03:30:13 AM,"800 OXFORD ST
Berkeley, CA
(37.892784171000073, -122.27264568799995)",800 OXFORD ST,Berkeley,CA
15023918,BURGLARY AUTO,04/24/2015 12:00:00 AM,20:00,BURGLARY - VEHICLE,5,06/10/2015 03:30:14 AM,"1800 FOURTH ST
Berkeley, CA
(37.869879605000051, -122.30064204399997)",1800 FOURTH ST,Berkeley,CA
15031136,NARCOTICS,05/30/2015 12:00:00 AM,03:52,DRUG VIOLATION,6,06/10/2015 03:30:09 AM,"ALLSTON WAY &amp; JEFFERSON AVE
Berkeley, CA
(37.868063475000042, -122.27833701799995)",ALLSTON WAY & JEFFERSON AVE,Berkeley,CA
15003545,ROBBERY,01/19/2015 12:00:00 AM,21:45,ROBBERY,1,06/10/2015 03:30:10 AM,"DWIGHT WAY &amp; WEST ST
Berkeley, CA
(37.861744122000061, -122.28459880199995)",DWIGHT WAY & WEST ST,Berkeley,CA
15015737,THEFT FROM AUTO,03/11/2015 12:00:00 AM,08:00,LARCENY - FROM VEHICLE,3,06/10/2015 03:30:12 AM,"2600 SACRAMENTO ST
Berkeley, CA
(37.860334102000024, -122.28059349299997)",2600 SACRAMENTO ST,Berkeley,CA
15020517,FRAUD/FORGERY,04/09/2015 12:00:00 AM,11:40,FRAUD,4,06/10/2015 03:30:13 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.870869415000072, -122.26830440699996)",2100 SHATTUCK AVE,Berkeley,CA
15005943,BRANDISHING,01/30/2015 12:00:00 AM,22:30,WEAPONS OFFENSE,5,06/10/2015 03:30:11 AM,"2500 DURANT AVE
Berkeley, CA
(37.867822782000076, -122.25868631099996)",2500 DURANT AVE,Berkeley,CA
15021975,BURGLARY AUTO,04/15/2015 12:00:00 AM,19:40,BURGLARY - VEHICLE,3,06/10/2015 03:30:13 AM,"2900 SEVENTH ST
Berkeley, CA
(37.852738129000045, -122.29169350299998)",2900 SEVENTH ST,Berkeley,CA
15013667,ASSAULT/BATTERY MISD.,03/07/2015 12:00:00 AM,15:45,ASSAULT,6,06/10/2015 03:30:12 AM,"2400 ASHBY AVE
Berkeley, CA
(37.856198169000038, -122.25957152899997)",2400 ASHBY AVE,Berkeley,CA
15016957,BURGLARY RESIDENTIAL,03/23/2015 12:00:00 AM,09:00,BURGLARY - RESIDENTIAL,1,06/10/2015 03:30:13 AM,"2800 CALIFORNIA ST
Berkeley, CA
(37.85712140000004, -122.27761823399999)",2800 CALIFORNIA ST,Berkeley,CA
15022763,ASSAULT/BATTERY FEL.,04/18/2015 12:00:00 AM,19:00,ASSAULT,6,06/10/2015 03:30:13 AM,"800 BOLIVAR DR
Berkeley, CA
(37.862842522000051, -122.30224814599995)",800 BOLIVAR DR,Berkeley,CA
15001956,GUN/WEAPON,01/11/2015 12:00:00 AM,17:42,WEAPONS OFFENSE,0,06/10/2015 03:30:10 AM,"1600 ASHBY AVE
Berkeley, CA
(37.853539587000057, -122.27681969299999)",1600 ASHBY AVE,Berkeley,CA
15031377,BURGLARY COMMERCIAL,05/31/2015 12:00:00 AM,11:50,BURGLARY - COMMERCIAL,0,06/10/2015 03:30:09 AM,"2000 ADDISON ST
Berkeley, CA
(37.870850479000069, -122.27050913599999)",2000 ADDISON ST,Berkeley,CA
15003327,THEFT FROM AUTO,01/18/2015 12:00:00 AM,16:00,LARCENY - FROM VEHICLE,0,06/10/2015 03:30:10 AM,"2600 BENVENUE AVE
Berkeley, CA
(37.863386497000079, -122.25502435899995)",2600 BENVENUE AVE,Berkeley,CA
15090030,THEFT MISD. (UNDER $950),12/23/2014 12:00:00 AM,06:45,LARCENY,2,06/10/2015 03:30:10 AM,"2555 LE CONTE AVE
Berkeley, CA
(37.877107868000053, -122.25945257799998)",2555 LE CONTE AVE,Berkeley,CA
14074236,BURGLARY AUTO,12/20/2014 12:00:00 AM,14:30,BURGLARY - VEHICLE,6,06/10/2015 03:30:08 AM,"FIFTH STREET &amp; HARRISON ST
Berkeley, CA
(37.880901460000075, -122.30301659399998)",FIFTH STREET & HARRISON ST,Berkeley,CA
15026082,THEFT FROM AUTO,05/04/2015 12:00:00 AM,16:30,LARCENY - FROM VEHICLE,1,06/10/2015 03:30:09 AM,"2900 LINDEN AVE
Berkeley, CA
(37.85770221100006, -122.24977233699997)",2900 LINDEN AVE,Berkeley,CA
15090662,THEFT MISD. (UNDER $950),04/25/2015 12:00:00 AM,22:30,LARCENY,6,06/10/2015 03:30:14 AM,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870923572000038, -122.27730603299995)",1700 UNIVERSITY AVE,Berkeley,CA
15090750,BURGLARY AUTO,05/08/2015 12:00:00 AM,16:45,BURGLARY - VEHICLE,5,06/10/2015 03:30:09 AM,"1300 SAN PABLO AVE
Berkeley, CA
(37.880220182000073, -122.29582204899998)",1300 SAN PABLO AVE,Berkeley,CA
15032020,SEXUAL ASSAULT FEL.,05/28/2015 12:00:00 AM,00:01,SEX CRIME,4,06/10/2015 03:30:10 AM,"2173 MCKINLEY AVE
Berkeley, CA
(37.869140841000046, -122.27386241799996)",2173 MCKINLEY AVE,Berkeley,CA
15090908,VANDALISM,06/02/2015 12:00:00 AM,09:25,VANDALISM,2,06/10/2015 03:30:10 AM,"1100 UNIVERSITY AVE
Berkeley, CA
(37.869039561000079, -122.29193820699999)",1100 UNIVERSITY AVE,Berkeley,CA
15090654,IDENTITY THEFT,04/09/2015 12:00:00 AM,15:20,FRAUD,4,06/10/2015 03:30:14 AM,"1800 STUART ST
Berkeley, CA
(37.857763361000025, -122.27298612799996)",1800 STUART ST,Berkeley,CA
15090783,THEFT MISD. (UNDER $950),05/16/2015 12:00:00 AM,12:30,LARCENY,6,06/10/2015 03:30:09 AM,"1646 CEDAR ST
Berkeley, CA
(37.87710080100004, -122.27905854199997)",1646 CEDAR ST,Berkeley,CA
15023751,THEFT FROM AUTO,04/23/2015 12:00:00 AM,22:00,LARCENY - FROM VEHICLE,4,06/10/2015 03:30:14 AM,"2100 WEST ST
Berkeley, CA
(37.868790887000046, -122.28620444399996)",2100 WEST ST,Berkeley,CA
14074379,THEFT MISD. (UNDER $950),12/21/2014 12:00:00 AM,10:00,LARCENY,0,06/10/2015 03:30:09 AM,"1800 SAN PABLO AVE
Berkeley, CA
(37.871349916000042, -122.29296208599999)",1800 SAN PABLO AVE,Berkeley,CA
15090048,THEFT MISD. (UNDER $950),01/11/2015 12:00:00 AM,21:35,LARCENY,0,06/10/2015 03:30:10 AM,"2600 FULTON ST
Berkeley, CA
(37.862313722000067, -122.26486254099996)",2600 FULTON ST,Berkeley,CA
15025162,BURGLARY AUTO,04/30/2015 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,06/10/2015 03:30:14 AM,"2900 BENVENUE AVE
Berkeley, CA
(37.858156289000078, -122.25442401999999)",2900 BENVENUE AVE,Berkeley,CA
15004376,NARCOTICS,01/23/2015 12:00:00 AM,22:26,DRUG VIOLATION,5,06/10/2015 03:30:10 AM,"ALLSTON WAY &amp; FOURTH ST
Berkeley, CA
(37.864813016000028, -122.29895573399995)",ALLSTON WAY & FOURTH ST,Berkeley,CA
15010484,BURGLARY COMMERCIAL,02/19/2015 12:00:00 AM,19:30,BURGLARY - COMMERCIAL,4,06/10/2015 03:30:11 AM,"2400 STUART ST
Berkeley, CA
(37.859518668000078, -122.25910228099997)",2400 STUART ST,Berkeley,CA
15027589,THEFT FELONY (OVER $950),05/12/2015 12:00:00 AM,15:00,LARCENY,2,06/10/2015 03:30:09 AM,"Berkeley, CA
(37.86988305400007, -122.27053687599999)",,Berkeley,CA
15010294,BURGLARY RESIDENTIAL,02/19/2015 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,4,06/10/2015 03:30:12 AM,"1800 SIXTY-SECOND ST
Berkeley, CA
(37.846949579000068, -122.27089899499998)",1800 SIXTY-SECOND ST,Berkeley,CA
15090760,THEFT FELONY (OVER $950),05/10/2015 12:00:00 AM,00:30,LARCENY,0,06/10/2015 03:30:09 AM,"700 FOLGER AVE
Berkeley, CA
(37.849223801000051, -122.29475388399999)",700 FOLGER AVE,Berkeley,CA
15010522,SEXUAL ASSAULT FEL.,02/18/2015 12:00:00 AM,22:00,SEX CRIME,3,06/10/2015 03:30:11 AM,"2200 ASHBY AVE
Berkeley, CA
(37.855692500000032, -122.26336161599994)",2200 ASHBY AVE,Berkeley,CA
15004506,FRAUD/FORGERY,01/24/2015 12:00:00 AM,14:31,FRAUD,6,06/10/2015 03:30:10 AM,"2000 OREGON ST
Berkeley, CA
(37.857299135000062, -122.26900798699995)",2000 OREGON ST,Berkeley,CA
14076143,FRAUD/FORGERY,12/27/2014 12:00:00 AM,00:01,FRAUD,6,06/10/2015 03:30:10 AM,"2400 EIGHTH ST
Berkeley, CA
(37.862097599000037, -122.29350537399995)",2400 EIGHTH ST,Berkeley,CA
15004651,ALCOHOL OFFENSE,01/25/2015 12:00:00 AM,00:28,LIQUOR LAW VIOLATION,0,06/10/2015 03:30:10 AM,"ASHBY AVENUE &amp; DEAKIN ST
Berkeley, CA
(37.855854326000042, -122.26237699799998)",ASHBY AVENUE & DEAKIN ST,Berkeley,CA
15003329,DISTURBANCE,01/18/2015 12:00:00 AM,16:02,DISORDERLY CONDUCT,0,06/10/2015 03:30:10 AM,"1200 ASHBY AVE
Berkeley, CA
(37.852184013000056, -122.28631341999994)",1200 ASHBY AVE,Berkeley,CA
15090128,IDENTITY THEFT,01/15/2015 12:00:00 AM,08:30,FRAUD,4,06/10/2015 03:30:10 AM,"1700 ALLSTON WAY
Berkeley, CA
(37.868190030000051, -122.27709846999994)",1700 ALLSTON WAY,Berkeley,CA
15021943,THEFT MISD. (UNDER $950),04/15/2015 12:00:00 AM,16:22,LARCENY,3,06/10/2015 03:30:13 AM,"2800 COLLEGE AVE
Berkeley, CA
(37.859739177000051, -122.25335429699999)",2800 COLLEGE AVE,Berkeley,CA
15021204,VEHICLE STOLEN,04/10/2015 12:00:00 AM,13:30,MOTOR VEHICLE THEFT,5,06/10/2015 03:30:13 AM,"MCGEE AVENUE &amp; LINCOLN ST
Berkeley, CA
(37.876331332000063, -122.27810673999994)",MCGEE AVENUE & LINCOLN ST,Berkeley,CA
15090197,BURGLARY AUTO,01/22/2015 12:00:00 AM,15:50,BURGLARY - VEHICLE,4,06/10/2015 03:30:11 AM,"1900 WARD ST
Berkeley, CA
(37.858853420000059, -122.27129573099995)",1900 WARD ST,Berkeley,CA
15007727,DISTURBANCE,02/07/2015 12:00:00 AM,17:20,DISORDERLY CONDUCT,6,06/10/2015 03:30:11 AM,"1700 ALCATRAZ AVE
Berkeley, CA
(37.84843851800008, -122.27348945599999)",1700 ALCATRAZ AVE,Berkeley,CA
15090248,VANDALISM,02/11/2015 12:00:00 AM,01:50,VANDALISM,3,06/10/2015 03:30:11 AM,"8TH ST
Berkeley, CA
(37.868558864000079, -122.29556469699997)",8TH ST,Berkeley,CA
15023289,ROBBERY,04/21/2015 12:00:00 AM,20:40,ROBBERY,2,06/10/2015 03:30:14 AM,"ARCH STREET &amp; VIRGINIA ST
Berkeley, CA
(37.877553576000025, -122.26430778899999)",ARCH STREET & VIRGINIA ST,Berkeley,CA
15002261,ROBBERY,01/13/2015 12:00:00 AM,11:25,ROBBERY,2,06/10/2015 03:30:10 AM,"SHATTUCK AVENUE &amp; CENTER ST
Berkeley, CA
(37.870321969000031, -122.26802765999997)",SHATTUCK AVENUE & CENTER ST,Berkeley,CA
15090850,THEFT MISD. (UNDER $950),05/19/2015 12:00:00 AM,14:30,LARCENY,2,06/10/2015 03:30:09 AM,"2100 ALLSTON WAY
Berkeley, CA
(37.869401560000028, -122.26775037099998)",2100 ALLSTON WAY,Berkeley,CA
15022414,THEFT MISD. (UNDER $950),03/28/2015 12:00:00 AM,23:00,LARCENY,6,06/10/2015 03:30:13 AM,"1800 CHANNING WAY
Berkeley, CA
(37.86486943500006, -122.27449962899999)",1800 CHANNING WAY,Berkeley,CA
15030849,ALCOHOL OFFENSE,05/28/2015 12:00:00 AM,21:41,LIQUOR LAW VIOLATION,4,06/10/2015 03:30:09 AM,"2400 RUSSELL ST
Berkeley, CA
(37.857642332000069, -122.25935813099994)",2400 RUSSELL ST,Berkeley,CA
15012105,ALCOHOL OFFENSE,02/28/2015 12:00:00 AM,01:02,LIQUOR LAW VIOLATION,6,06/10/2015 03:30:12 AM,"3200 ADELINE ST
Berkeley, CA
(37.850381844000026, -122.27093045699996)",3200 ADELINE ST,Berkeley,CA
15029619,BURGLARY RESIDENTIAL,05/22/2015 12:00:00 AM,15:10,BURGLARY - RESIDENTIAL,5,06/10/2015 03:30:09 AM,"100 HILLCREST RD
Berkeley, CA
(37.852542756000048, -122.24716698499998)",100 HILLCREST RD,Berkeley,CA
15014256,THEFT MISD. (UNDER $950),03/10/2015 12:00:00 AM,09:00,LARCENY,2,06/10/2015 03:30:12 AM,"2400 SAN PABLO AVE
Berkeley, CA
(37.862500392000072, -122.29011133999995)",2400 SAN PABLO AVE,Berkeley,CA
15016188,FRAUD/FORGERY,03/10/2015 12:00:00 AM,00:00,FRAUD,2,06/10/2015 03:30:13 AM,"1500 GRANT ST
Berkeley, CA
(37.879196955000054, -122.27615375099998)",1500 GRANT ST,Berkeley,CA
15090118,BURGLARY AUTO,01/22/2015 12:00:00 AM,19:30,BURGLARY - VEHICLE,4,06/10/2015 03:30:10 AM,"900 ASHBY AVE
Berkeley, CA
(37.851040134000073, -122.29099168199997)",900 ASHBY AVE,Berkeley,CA
15015793,THEFT MISD. (UNDER $950),03/17/2015 12:00:00 AM,02:55,LARCENY,2,06/10/2015 03:30:12 AM,"1800 DELAWARE ST
Berkeley, CA
(37.873901626000077, -122.27542910899996)",1800 DELAWARE ST,Berkeley,CA
15027146,THEFT MISD. (UNDER $950),05/10/2015 12:00:00 AM,15:37,LARCENY,0,06/10/2015 03:30:09 AM,"1400 SHATTUCK AVE
Berkeley, CA
(37.881819549000056, -122.26958459199994)",1400 SHATTUCK AVE,Berkeley,CA
14074176,IDENTITY THEFT,12/15/2014 12:00:00 AM,15:58,FRAUD,1,06/10/2015 03:30:09 AM,"2600 STUART ST
Berkeley, CA
(37.85982354600003, -122.25566268199998)",2600 STUART ST,Berkeley,CA
15024208,THEFT MISD. (UNDER $950),04/24/2015 12:00:00 AM,15:30,LARCENY,5,06/10/2015 03:30:14 AM,"2200 MILVIA ST
Berkeley, CA
(37.868959842000038, -122.27047400799995)",2200 MILVIA ST,Berkeley,CA
15090362,BURGLARY AUTO,03/05/2015 12:00:00 AM,07:00,BURGLARY - VEHICLE,4,06/10/2015 03:30:12 AM,"1200 MASONIC AVE
Berkeley, CA
(37.883029445000034, -122.29119102799996)",1200 MASONIC AVE,Berkeley,CA
